93|반쪽 병부|卩의 꺾인 모양을 맞춰 확인하는 반쪽 표로 상상하자. 명령을 증명하는 병부 절!|印章(인장): 印의 오른쪽 卩를 찾는다. 도장을 뜻한다.|卽時(즉시): 卽의 오른쪽 卩를 찾는다. 곧바로 그때라는 뜻이다.|a half bronze command tally with deep carved grooves
94|고개 숙인 신하|臣의 긴 테두리 안을 옆으로 본 눈으로 연결하자. 임금을 살피며 일하는 신하 신!|大臣(대신): 높은(大) 직위의 신하(臣).|忠臣(충신): 충성스러운(忠) 신하(臣).|a dignified historical court official bowing in blue robes
95|갓 쓴 선비|士는 위 가로획이 아래보다 길다. 넓은 갓을 쓴 선비, 土는 아래 땅이 더 길다!|博士(박사): 넓게 아는(博) 학자(士), 학위 이름.|紳士(신사): 교양과 예의를 갖춘 사람(士).|a scholarly figure wearing a very wide black traditional hat
96|든든한 아버지|父의 교차하는 획을 힘든 일을 맡아 든 두 팔로 연결하자. 아비 부!|父母(부모): 아버지(父)와 어머니(母).|祖父(조부): 할아버지. 父가 윗세대 남성 가족을 나타낸다.|a warm father with broad protective shoulders
97|손으로 막는 사람|毋의 가운데를 가로막는 획에 주목하자. 하려는 행동을 딱 막는다, 하지 말 무!|毋忘(무망): 잊지(忘) 말라(毋). 문어 표현.|毋論(무론): 논하지(論) 말라(毋), 따질 것 없다는 뜻의 문어.|a firm character holding up a huge stop palm
98|팔 벌린 아이|子의 위는 큰 머리, 가로획은 작은 팔로 상상하자. 아들 자, 아이의 자!|子女(자녀): 아들(子)과 딸(女).|子孫(자손): 자식(子)과 손자(孫), 후손.|a happy child with a large head and outstretched arms
99|당당한 여성|女의 교차하는 획을 모은 손으로 연결하자. 전통 훈의 계집은 옛말이며 현대 설명은 여성으로 읽는다.|女子(여자): 여성(女)을 가리키는 말.|男女(남녀): 남성(男)과 여성(女).|a confident woman in a flowing coral outfit
100|백발의 어르신|老 위의 여러 획은 세월, 아래는 굽은 걸음으로 상상하자. 오래 살아 늙을 로!|老人(노인): 나이가 많은(老) 사람(人).|老化(노화): 나이가 들며(老) 변함(化).|a smiling elder with magnificent white hair
101|어르신의 상반신|耂는 老의 윗부분이 부수로 남은 모양. 백발 어르신의 상반신으로 연결하자.|孝道(효도): 孝 위의 耂를 찾는다. 부모를 공경하는 도리.|考慮(고려): 考 위의 耂를 찾는다. 깊이 생각함.|the upper body of a wise elder with white hair
102|이마 짚은 환자|疒의 바깥 모양을 기대어 쉬는 자리로 보자. 몸이 아픈 사람 옆에 붙는 병질 엄!|疾病(질병): 疾과 病에 疒가 있다. 몸의 병.|痛症(통증): 痛과 症에 疒가 있다. 아픈 증상.|a pale person resting with a cool blue cloth on forehead
103|앙상한 뼈 조각|歺의 아래 조각을 살이 남지 않은 뼈로 연결하자. 무서운 장면 대신 마른 표본으로 기억한다.|歺部(알부): 歺 모양을 분류하는 부수 학습 표현.|殘存(잔존): 殘의 歹와 歺의 관계를 비교한다. 일부가 남아 있음.|a dry ivory bone fragment with hollow texture
104|마른 뼈 부수|歹는 죽음·손상 관련 글자의 왼쪽에서 찾는다. 歺와 함께 뼈가 남은 모습으로 연결하자.|死亡(사망): 死에 歹가 있다. 죽음을 뜻한다.|殘骸(잔해): 殘의 歹를 찾는다. 부서진 뒤 남은 부분.|a brittle pale bone shard with a clean non graphic crack
105|고요한 빈 수의|尸의 꺾인 선을 누운 몸의 윤곽으로 상상하자. 주검 시는 고요한 수의로 비폭력적으로 기억한다.|屍身(시신): 屍 안에 尸가 있다. 죽은 사람의 몸.|尸位素餐(시위소찬): 자리에만 있고 할 일을 하지 않음을 비유하는 고전 표현.|an empty folded white burial robe peacefully arranged
106|둥실 뜬 귀신|鬼의 큰 윗부분을 얼굴, 아래 굽은 부분을 떠다니는 꼬리로 보자. 귀신 귀!|鬼神(귀신): 귀신(鬼)과 신령(神).|鬼怪(귀괴): 귀신(鬼)처럼 이상하고 괴이함(怪), 문어 표현.|a friendly translucent lavender ghost with a curling tail
107|길게 뻗은 몸|身의 길쭉한 테두리를 옆에서 본 몸통으로 연결하자. 머리부터 다리까지 몸 신!|身體(신체): 몸(身)과 몸체(體).|全身(전신): 온(全) 몸(身).|a full length human body stretching gracefully
108|머리가 큰 인물|頁 위의 넓은 부분을 크게 확대한 머리로 보자. 책 페이지라는 현대 용법과 머리 혈을 함께 구별한다.|頭痛(두통): 頭 오른쪽 頁를 찾는다. 머리가 아픔.|顔面(안면): 顔 오른쪽 頁를 찾는다. 얼굴.|a friendly human bust with an exaggerated oversized head
109|맨 앞의 머리|首 위의 두 획은 머리카락, 아래 自는 얼굴로 상상하자. 맨 앞을 이끄는 머리 수!|首席(수석): 맨 앞(首)의 자리(席), 가장 높은 성적·지위.|首都(수도): 나라의 중심(首)이 되는 도시(都).|a gleaming human head held high facing forward
110|머리 위 꼭지|亠는 점과 가로획이 글자 머리에 놓이는 부수. 머리 위 작은 모자로 연결하자.|交通(교통): 交 위의 亠를 찾는다. 오가고 통함.|亡失(망실): 亡 위의 亠를 찾는다. 잃어버림.|a tiny black cap with an oversized round top button
111|풍성한 머리숱|㐱의 위는 사람, 아래 彡은 털로 보자. 머리숱이 폭발하듯 많은 숱많을 진!|診察(진찰): 診 오른쪽에 㐱가 있다. 환자의 상태를 살핌.|珍珠(진주): 珍 오른쪽에 㐱가 있다. 보석의 한 종류이며 소리 진을 연결한다.|a person with a huge fluffy cloud of dark hair
112|또렷한 얼굴|面의 큰 테두리 안을 두 눈과 코가 자리한 얼굴로 상상하자. 정면의 면!|正面(정면): 바로(正) 마주 보는 면(面).|面談(면담): 얼굴(面)을 마주하고 이야기함(談).|a bright expressive face with extremely clear features
113|활짝 웃는 얼굴|容을 넓은 집 안에 미소가 들어찬 장면으로 연결하자. 얼굴 모습과 담는다는 뜻을 함께 기억한다.|容貌(용모): 얼굴(容)의 생김새(貌).|內容(내용): 안(內)에 담긴(容) 것.|a warmly smiling face with round welcoming cheeks
114|반짝이는 큰 눈|目의 긴 네모 안 두 획을 눈꺼풀과 눈동자의 구획으로 보자. 눈 목!|目標(목표): 눈(目)으로 겨누는 표지(標), 이루려는 대상.|注目(주목): 눈(目)을 한곳에 쏟음(注).|a huge blue human eye with crisp sparkling iris
115|멈춰 선 발|艮의 아래로 꺾이는 획을 딱 멈춘 발에 연결하자. 더 가지 않고 그칠 간!|限界(한계): 限 오른쪽 艮을 찾는다. 넘기 어려운 경계.|根本(근본): 根 오른쪽 艮을 찾는다. 뿌리와 바탕. 艮의 뜻을 그대로 합치지 않는다.|a firmly planted boot stopping with a sharp skid
116|눈을 크게 뜬 사람|見은 目 아래에 다리가 붙은 모습. 눈 달린 사람이 직접 보러 간다, 볼 견!|見學(견학): 보고(見) 배움(學).|發見(발견): 드러내어(發) 찾아봄(見), 새로 알아냄.|a person with exaggerated wide eyes looking attentively
117|꼼꼼히 살피는 감독|監 아래 皿을 내려다보는 사람을 상상하자. 그냥 보는 見보다 살피고 감독하는 볼 감!|監督(감독): 살피고(監) 독려함(督).|監視(감시): 주의 깊게 살펴봄(監視).|an attentive inspector leaning forward with a focused gaze
118|빛나는 안내 표지|示의 위 가로획 아래로 빛이 갈라져 보인다고 상상하자. 눈앞에 드러내 보일 시!|表示(표시): 표지(表)로 보임(示).|示範(시범): 본보기(範)를 보임(示).|a luminous golden display pedestal emitting clear rays
119|자신을 가리키는 사람|自는 目 위에 짧은 획이 더 있다. 자기 코를 톡 가리키며 나 스스로, 스스로 자!|自身(자신): 스스로(自)의 몸(身), 자기.|自由(자유): 스스로(自)에서 말미암음(由), 얽매이지 않음.|a smiling person pointing clearly at their own nose
120|우뚝한 코|鼻 맨 위 自를 코끝으로 보자. 얼굴 한가운데서 숨을 들이쉬는 코 비!|鼻音(비음): 코(鼻)를 통해 울리는 소리(音).|鼻炎(비염): 코(鼻)에 생기는 염증(炎).|an oversized realistic nose with clear rounded nostrils
121|소리를 모으는 귀|耳의 긴 바깥선을 귓바퀴, 안쪽 획을 귀의 굴곡으로 연결하자. 귀 이!|耳目(이목): 귀(耳)와 눈(目), 사람들의 관심.|耳鳴(이명): 귀(耳)에서 소리가 울림(鳴).|a large detailed human ear with curved pink folds
122|활짝 열린 입|口는 입을 정면에서 본 네모 틀로 기억하자. 작은 입 구, 큰 울타리 囗와 구별!|入口(입구): 들어가는(入) 입구(口).|人口(인구): 사람(人)의 입(口)을 세듯 센 인원.|a wide open mouth with vivid coral lips
123|한쪽으로 기운 입|咼의 비뚤어진 공간을 한쪽으로 돌아간 입으로 연결하자. 표정을 크게 과장해 기억한다.|災禍(재화): 禍 안에 咼가 있다. 재앙을 뜻하며 財貨와 구별한다.|過程(과정): 過 안에 咼가 있다. 일이 지나가는 단계.|a cartoon face with an exaggerated sideways crooked mouth
124|위가 열린 큰 입|凵은 口의 윗획이 열린 모양. 뚜껑 열린 입처럼 아 하고 벌릴 감!|凶兆(흉조): 凶에서 凵 모양을 찾는다. 좋지 않은 징조.|凹凸(요철): 凹의 열린 듯한 윤곽을 비교한다. 오목함과 볼록함의 모양 학습이다.|a cartoon face opening its mouth enormously upward
125|크게 하품하는 사람|欠의 아래를 늘어진 몸, 위를 젖힌 머리로 연결하자. 하아암, 하품 흠!|欠席(결석): 자리에 빠짐. 이 단어에서 欠은 결로 읽고 모자라다는 뜻이다.|欠缺(흠결): 부족하거나 빠진 부분. 欠의 부족하다는 뜻을 연결한다.|a sleepy person yawning with an enormous open mouth
126|텅 빈 자리|无의 휘어진 아랫획을 싹 비어 버린 자리로 연결하자. 無와 같은 계열의 없을 무!|无心(무심): 無心의 이체 표기. 마음에 특별한 생각이 없음.|无名(무명): 無名의 이체 표기. 이름이 없음. 일상 표기는 無를 쓴다.|an empty white plinth with a faint hollow outline
127|쭉 내민 혀|舌 아래 口에서 위쪽으로 혀를 쭉 내민다고 상상하자. 혀 설!|舌戰(설전): 혀(舌)로 하는 싸움(戰), 말다툼.|毒舌(독설): 독(毒)처럼 날카로운 말(舌).|an enormous playful pink tongue extended forward
128|말하는 입|言 아래 口 위에 말소리가 층층 쌓인다고 상상하자. 입에서 나온 말씀 언!|言語(언어): 말(言)과 이야기(語), 의사소통 체계.|發言(발언): 말(言)을 밖으로 냄(發).|a speaking mouth with large clean golden sound waves
129|한마디 말풍선|曰은 日보다 가로로 넓게 보자. 입 안에서 한마디가 나오는 가로 왈!|子曰(자왈): 선생님(子)이 말씀하시기를(曰). 고전 인용의 시작.|或曰(혹왈): 어떤 이(或)가 말하기를(曰). 고전 문장 표현.|a wide rounded speech bubble with a single horizontal mark
130|울리는 소리|音은 立 아래 日. 똑바로 선 사람이 목소리를 울린다고 연결하자. 소리 음!|音樂(음악): 소리(音)로 즐거움(樂)을 만드는 예술.|發音(발음): 소리(音)를 냄(發).|a vibrating cobalt tuning fork with concentric sound waves
131|꿀이 흐르는 입|甘 안의 짧은 획을 입에 걸린 달콤한 한 방울로 상상하자. 달 감!|甘味(감미): 단(甘) 맛(味).|甘言(감언): 듣기 좋게 꾸민 달콤한(甘) 말(言).|a glossy golden honey drop stretching into a sweet curve
132|가지런한 치아|齒 아래 빽빽한 작은 획을 줄지어 선 이로 연결하자. 입 안 가득 이 치!|齒科(치과): 이(齒)를 다루는 진료 분야(科).|乳齒(유치): 젖먹이 때 나는 이(齒).|a perfect row of oversized pearly white teeth
133|큼직한 어금니|牙의 꺾인 획이 맞물리는 어금니라고 상상하자. 씹는 힘이 큰 어금니 아!|象牙(상아): 코끼리(象)의 길게 자란 이(牙).|齒牙(치아): 이 치(齒)와 어금니 아(牙), 이를 통틀어 이르는 말.|a giant white molar tooth with deep chewing grooves
134|따뜻하게 뛰는 마음|心의 구부러진 획과 점을 두근대는 심장의 움직임으로 연결하자. 마음 심!|安心(안심): 마음(心)이 편안함(安).|心理(심리): 마음(心)의 이치와 작용(理).|a warm glowing ruby heart with a soft pulsing halo
135|옆으로 선 마음|忄는 心이 왼쪽에서 세로로 줄어든 부수. 글자 옆에 마음이 두근거린다!|感情(감정): 情의 忄를 찾는다. 느끼는 마음.|快樂(쾌락): 快의 忄를 찾는다. 즐거운 감정.|a slim upright ruby heart with two small side glows
136|활짝 편 손|手의 여러 획을 손가락, 아래 굽은 획을 손목으로 보자. 손 수!|手足(수족): 손(手)과 발(足).|拍手(박수): 손(手)을 마주 침(拍).|a huge open palm with five clearly separated fingers
137|옆으로 붙은 손|扌는 手의 왼쪽 부수형. 손으로 하는 행동을 보면 글자 왼쪽부터 살피자.|技術(기술): 技의 扌를 찾는다. 일을 해내는 방법과 솜씨.|持參(지참): 持의 扌를 찾는다. 손에 지니고 참여함.|a narrow upright hand reaching to grasp
138|또 쌓은 층|且의 가로획을 층층 쌓인 접시로 상상하자. 하나 더, 또 차!|且置(차치): 우선(且) 놓아둠(置). 보통 차치하다로 쓴다.|祖先(조선): 祖 오른쪽 且를 찾는다. 앞선 조상이라는 뜻, 소리·구성 비교다.|a neat stack of ivory plates with one extra plate
139|거듭 쌓인 층|曾의 여러 층을 다시 또 쌓아 올린 층으로 보자. 한 번 더를 거듭, 거듭 증!|曾祖父(증조부): 할아버지보다 한 대 더 위의 조상.|曾孫(증손): 손자보다 한 대 아래의 자손.|a tall layered golden tower built in repeated tiers
140|또 내미는 손|又의 교차한 모양을 다시 내미는 손으로 상상하자. 한 번 더, 또 우!|又況(우황): 또(又) 하물며(況), 문어 표현.|又一(우일): 또(又) 하나(一), 고전 문장에서 쓰는 조합. 독립적인 일상 단어는 아니다.|a hand repeatedly reaching forward with subtle motion arcs
141|펼친 왼손|屮의 세 갈래를 펼친 왼손 손가락으로 연결하자. 풀 초라는 훈도 있어 문맥에 따라 구별한다.|屮部(초부): 부수 이름에서는 풀 초로 읽는다. 왼손 좌와 다른 훈음.|艸木(초목): 艸는 屮 두 개의 모양이다. 풀과 나무, 구성 비교 예시.|an open left hand clearly facing the viewer
142|손가락 한 마디|寸 안의 작은 점을 손목의 한 지점으로 상상하자. 짧은 길이 한 마디, 마디 촌!|寸數(촌수): 친족 사이의 멀고 가까운 정도를 세는 수.|寸刻(촌각): 한 마디처럼 짧은 시간(刻).|a close up finger with one enlarged knuckle joint
143|번쩍이는 손톱|爪의 아래로 뻗은 획을 날카로운 손톱으로 보자. 爫로 위에 붙기도 한다.|爪牙(조아): 손톱·발톱(爪)과 어금니(牙), 힘을 쓰는 수단의 비유.|採集(채집): 採 안의 爫를 찾는다. 손으로 캐어 모음.|a close up hand with gleaming curved fingernails
144|맞잡은 두 손|廾의 양쪽을 두 손, 가운데를 맞닿은 자리로 상상하자. 함께 맞잡을 공!|戒律(계율): 戒 안의 廾를 찾는다. 지켜야 할 규칙.|弄談(농담): 弄 아래 廾를 찾는다. 장난으로 하는 말.|two hands firmly clasped together in a compact gesture
145|위로 받드는 두 손|같은 廾를 이번에는 아래에서 받치는 두 손으로 보자. 맞잡기에서 받들기로 장면을 바꾼다.|開放(개방): 開 안의 廾 모양을 찾는다. 열어 놓음.|弊害(폐해): 弊 아래 廾를 찾는다. 나쁜 영향이나 해로운 일.|two open hands held upward in a supporting gesture
146|마주 선 결투 자세|鬪의 양옆을 맞선 두 사람으로 연결하자. 상처 없이 겨루는 장면으로 싸울 투!|鬪爭(투쟁): 싸우고(鬪) 다툼(爭).|戰鬪(전투): 전쟁에서 맞서 싸움(戰鬪).|two padded sport fighters facing off without injury
147|자물쇠 일기장|厶의 닫힌 작은 공간을 나만의 비밀칸으로 상상하자. 남에게 보이지 않는 사사로울 사!|私生活(사생활): 私의 厶를 찾는다. 개인의 생활.|公私(공사): 公과 私에 厶 모양이 보인다. 공적인 일과 사적인 일의 대비.|a private burgundy leather diary with a huge gold lock
148|둥글게 안는 팔|勹의 감싸는 곡선을 팔로 보자. 바깥에서 포옥 안는 안을 포, 쌀 포와 연결!|包含(포함): 包 바깥의 勹를 찾는다. 안에 넣어 함께 지님.|包裝(포장): 包의 勹를 찾는다. 물건을 싸서 꾸밈.|a pair of arms curved into a deep protective hug
149|먹 묻은 붓|聿의 세로획을 붓대, 가로획을 붓을 잡은 손으로 상상하자. 붓 율!|筆記(필기): 筆 아래 聿을 찾는다. 붓·펜으로 기록함.|法律(법률): 律 오른쪽 聿을 찾는다. 법과 규정, 뜻은 별도 학습.|a giant calligraphy brush with glossy black ink bristles
150|굳게 받친 지지대|支의 아래 又를 받치는 손으로 보자. 위쪽을 무너지지 않게 지탱할 지!|支持(지지): 지탱하고(支) 붙듦(持), 찬성하여 도움.|支柱(지주): 받치는(支) 기둥(柱).|a sturdy red support beam holding firmly upright
151|내려치는 손|攵의 교차하는 획을 도구를 든 손의 움직임으로 상상하자. 탁 치는 칠 복!|敎育(교육): 敎 오른쪽 攵를 찾는다. 가르치고 기름.|改革(개혁): 改 오른쪽 攵를 찾는다. 고쳐 새롭게 바꿈.|a hand swinging a padded mallet with bold motion
152|쿵 울리는 북|鼓 왼쪽은 북통, 오른쪽은 치는 동작으로 연결하자. 둥둥, 북 고!|鼓膜(고막): 북(鼓)의 막(膜)처럼 진동하는 귀의 얇은 막.|鼓舞(고무): 북(鼓)을 치고 춤(舞)추듯 힘을 북돋움.|a huge red traditional drum with a taut golden rim
153|손끝까지 닿는 물결|隶의 아래로 퍼지는 획을 손끝에서 뻗어 닿는 물결로 상상하자. 미칠 이!|隷書(예서): 隷 안에 隶 계열 형태가 있다. 한자 서체의 하나.|逮捕(체포): 逮 안에 隶가 있다. 붙잡음. 독음은 체로 달라진다.|a reaching hand with turquoise ripples spreading from fingertips
154|튼튼한 발|足 위의 口는 무릎, 아래는 땅을 딛는 발로 연결하자. 발 족!|不足(부족): 넉넉함(足)이 아님(不). 足은 충분하다는 뜻도 있다.|足跡(족적): 발(足)의 자취(跡).|a large human foot firmly planted with clear toes
155|앞으로 뻗은 발|疋 아래로 뻗는 획을 발끝으로 보자. 足의 네모가 없는 발 소를 비교한다.|疏通(소통): 疏 왼쪽의 疋 계열 모양을 찾는다. 막힘없이 통함.|疑心(의심): 疑 오른쪽 아래의 疋 모양을 찾는다. 믿지 못하는 마음.|a long bare foot stretched forward with pointed toes
156|딱 멈춘 발걸음|止의 끝에서 발걸음을 딱 멈춘다고 상상하자. 더 가지 않는 그칠 지!|停止(정지): 멈추어(停) 그침(止).|禁止(금지): 못 하게 막아(禁) 그치게 함(止).|a red shoe stopping abruptly on a white surface
157|바깥으로 벌린 발|癶의 양쪽 벌어진 획을 두 발끝으로 보자. 걸음을 떼기 직전의 걸을 발!|登山(등산): 登 위의 癶를 찾는다. 산에 오름.|發展(발전): 發 위의 癶를 찾는다. 더 나아가 펼쳐짐.|two feet angled outward ready to take a step
158|엇갈린 발|舛의 왼쪽과 오른쪽을 반대로 향한 발로 상상하자. 방향이 어긋나는 어그러질 천!|舛誤(천오): 어긋나고(舛) 잘못됨(誤), 문어 표현.|舞踊(무용): 舞 아래 舛를 찾는다. 춤을 춤.|two colorful shoes pointing in opposite directions
159|데굴데굴 구르는 사람|夗의 굽은 부분을 누워 몸을 말고 구르는 모습으로 연결하자. 누워 뒹굴 원!|怨望(원망): 怨 위의 夗를 찾는다. 못마땅하여 탓하는 마음.|碗(사발 완): 오른쪽에 夗가 들어 있다. 둥근 그릇을 뜻하는 구성 예시.|a playful person curled up rolling on their side
160|십자로 난 길|行의 양쪽 획을 사람이 오가는 길 양쪽으로 상상하자. 여기저기 다닐 행!|旅行(여행): 다른 곳을 찾아 다님(行).|行動(행동): 움직여(動) 일을 해 나감(行).|a miniature clean crossroad with golden walking footprints
161|조심스러운 작은 걸음|彳은 行의 왼쪽 절반. 긴 길을 한꺼번에 가지 않고 작은 걸음부터 척척!|徐行(서행): 徐의 彳를 찾는다. 천천히 감.|往復(왕복): 往과 復의 彳를 찾는다. 갔다가 돌아옴.|a person taking a very tiny careful step
162|척척 걷는 사람|같은 彳을 걸을 척으로 다시 기억하자. 작은 걸음이 모이면 걷는 행동이 된다.|徒步(도보): 徒의 彳를 찾는다. 걸어서 이동함.|待機(대기): 待의 彳를 찾는다. 때를 기다림, 부수만으로 전체 뜻을 단정하지 않는다.|a person walking with a clear forward stride
163|느긋한 산책|辶의 길게 뻗은 받침을 산책길로 보자. 다른 글자를 아래에서 받치며 쉬엄쉬엄 갈 착!|道路(도로): 道의 辶를 찾는다. 사람이 다니는 길.|進行(진행): 進의 辶를 찾는다. 앞으로 나아감.|a relaxed traveler strolling with flowing blue clothes
164|아주 느린 걸음|夊의 늘어지는 획을 느릿한 발걸음으로 연결하자. 빨리 달리는 走와 반대 장면!|夏季(하계): 夏 아래 夊 모양을 찾는다. 여름철.|愛情(애정): 愛 아래 夊 모양을 찾는다. 사랑하는 마음.|a relaxed person moving with an exaggerated slow step
165|뒤따라오는 걸음|夂의 접힌 부분을 뒤따라오는 발로 상상하자. 뒤져올은 남보다 뒤에 온다는 옛 표현이다.|冬季(동계): 冬 위의 夂 모양을 찾는다. 겨울철.|各自(각자): 各 위의 夂 모양을 찾는다. 각각 자기 자신.|a small traveler looking ahead while following a faint path
166|쭉 뻗은 큰 걸음|廴의 길게 늘어진 받침을 큰 보폭으로 보자. 辶와 달리 위의 점이 없는 길게 걸을 인!|延長(연장): 延의 廴를 찾는다. 길게 늘임.|建設(건설): 建의 廴를 찾는다. 세우고 만듦.|a person taking an impossibly long elegant stride
167|전력질주 선수|走의 아래 뻗은 획을 달리는 다리로 연결하자. 땅을 차고 주우욱, 달릴 주!|走行(주행): 달려(走) 감(行).|競走(경주): 겨루며(競) 달림(走).|a sprinter running at full speed with flying sweat
168|목표에 닿은 발|至 아래 土를 도착한 땅으로 보자. 마침내 그곳에 이르렀다, 이를 지!|至今(지금): 이제(今)에 이르기(至)까지, 바로 현재.|至近(지근): 매우(至) 가까움(近). 至는 극도의 정도도 나타낸다.|a golden foot landing precisely on a glowing target
169|보송한 털 뭉치|毛의 짧은 가로획을 겹친 털, 끝의 굽은 선을 긴 털로 연결하자. 털 모!|毛髮(모발): 털(毛)과 머리털(髮).|羊毛(양모): 양(羊)의 털(毛).|a luxurious soft white tuft of fur
170|세 가닥 털|彡의 삐침 셋을 빛나는 털 세 가닥으로 보자. 셋 삼과 소리를 묶어 털 삼!|形態(형태): 形 오른쪽 彡을 찾는다. 생김새.|彩色(채색): 彩 오른쪽 彡을 찾는다. 색을 칠함.|three flowing silky golden hair strands
171|끝없이 긴 머리|髟의 長과 彡을 눈으로 묶자. 긴 것과 털이 함께 있으니 긴머리 표!|頭髮(두발): 髮 위에 髟가 있다. 머리카락.|鬚髥(수염): 鬚와 髥 위에 髟가 있다. 입 주변의 긴 털.|a magnificent cascade of extremely long black hair
172|이어지는 말 리본|而의 여러 세로획을 이어지는 말의 줄로 상상하자. 그리고·그러나처럼 말을 이어 주는 이!|而立(이립): 서른 살을 이르는 고전 표현. 三十而立에서 而가 말을 잇는다.|而後(이후): 그러한 뒤에. 뒤 후(後) 앞에서 而가 문장을 연결한다.|a flowing golden ribbon joining two speech bubble shapes
173|펄럭이는 옷|衣의 위는 옷깃, 아래 벌어진 획은 옷자락으로 보자. 입는 옷 의!|衣服(의복): 옷 의(衣)와 옷 복(服), 입는 옷.|衣類(의류): 옷(衣)의 종류(類).|a vivid blue robe with dramatically flowing fabric
174|옆으로 접은 옷|衤는 衣가 왼쪽에서 줄어든 모양. 점이 있는 옷 부수와 扌를 구별하자.|被服(피복): 被의 衤를 찾는다. 몸에 입는 옷.|袖口(수구): 袖의 衤를 찾는다. 소매의 입구.|a neatly folded blue garment standing in side profile
175|바닥까지 긴 옷|袁 아래 衣 계열의 벌어진 자락을 보자. 바닥까지 길게 드리운 옷길 원!|袁氏(원씨): 袁을 성으로 쓰는 가문. 여기서는 성씨다.|公園(공원): 園 안의 袁을 찾는다. 공개된 쉼터이며 袁은 소리 단서다.|a regal crimson robe with an extremely long trailing hem
176|황금 실타래|絲는 실 모양 糸가 나란히 둘. 가느다란 실이 꼬이고 풀리는 황금 실타래로 기억하자.|鐵絲(철사): 쇠(鐵)로 만든 실(絲) 모양 선.|絲織物(사직물): 실(絲)로 짠(織) 물건(物).|a golden silk spool with endlessly flowing fine threads
177|작은 실 매듭|幺의 가늘게 꼬인 획을 아주 작은 실 매듭으로 연결하자. 작을 요!|幼兒(유아): 幼의 幺를 찾는다. 어린아이.|幽深(유심): 幽 안의 幺를 찾는다. 깊숙하고 그윽함.|a tiny delicate golden thread knot
178|촘촘한 바느질|黹의 잔획들을 천을 오가는 바늘땀으로 보자. 치밀하게 한 땀씩, 바느질 치!|黹部(치부): 黹로 분류한 부수 항목. 독립 단어는 드물다.|黼黻(보불): 黼·黻에 黹가 있다. 예복에 놓는 무늬를 이르는 고전어.|a vivid red fabric swatch covered in exquisite gold stitches
179|길게 늘어진 수건|巾 위는 걸린 부분, 아래 세로획은 늘어진 천으로 보자. 수건 건!|手巾(수건): 손(手)에 쓰는 천(巾).|頭巾(두건): 머리(頭)를 덮는 천(巾).|a plush white towel hanging with deep soft folds
180|폭 덮은 천|冖는 위에서 덮는 모양. 宀처럼 점이 없고, 천이 양쪽으로 내려온 덮을 멱!|冠帽(관모): 冠 맨 위 冖를 찾는다. 머리에 쓰는 관과 모자.|軍隊(군대): 軍 맨 위 冖를 찾는다. 군사 집단.|a smooth blue cloth draped as a broad canopy
181|김 나는 밥|食을 이번에는 음식 자체로 보자. 먹는 행동도 식, 먹는 밥도 식으로 연결한다.|食堂(식당): 밥(食)을 먹는 집(堂).|食費(식비): 먹는 것(食)에 드는 비용(費).|a single generous mound of steaming pearly rice
182|넓은 그릇|皿의 넓은 테두리와 안쪽 세로획을 그릇의 벽으로 보자. 음식 담는 그릇 명!|器皿(기명): 여러 그릇(器皿)을 이르는 문어.|盛況(성황): 盛 아래 皿을 찾는다. 성대한 상황, 그릇 뜻으로 직역하지 않는다.|a wide ivory ceramic dish with fluted inner walls
183|붉은 한 방울|血은 皿 위에 짧은 획 하나. 그릇 위 붉은 피 한 방울로 비폭력적으로 기억하자.|血液(혈액): 피(血)라는 액체(液).|血管(혈관): 피(血)가 흐르는 관(管).|a single luminous ruby red blood drop without injury
184|넓게 덮는 덮개|덮을 아의 글자는 襾. 네모난 덮개가 아래 공간을 넉넉히 가린다고 연결하자.|覆蓋(복개): 覆 위의 襾 계열 覀를 찾는다. 덮어서 가림.|要點(요점): 要 위의 覀 모양을 관찰한다. 중요한 점이라는 뜻이다.|a broad cream ceramic cover arching over empty space
185|둥근 질항아리|缶을 입이 좁고 배가 둥근 항아리로 상상하자. 장군은 군인이 아니라 액체를 담는 옹기의 이름이다.|缶部(부부): 부수 缶의 분류 이름. 음이 부인 것을 확인한다.|缺席(결석): 缺 왼쪽 缶을 찾는다. 참석하지 않음.|a round brown earthenware storage vessel with a narrow mouth
186|향기 피는 향|香 위 禾를 향기로운 곡식, 아래 日을 따뜻함으로 연결하자. 코끝에 퍼지는 향기 향!|香氣(향기): 향긋한(香) 기운(氣).|香水(향수): 향기(香)를 담은 물(水).|a golden incense cone releasing elegant visible scented curls
187|붉은 벼슬 닭|酉는 지지에서 닭을 나타낸다. 닭 그림으로 유를 기억하되 술 관련 글자에서도 많이 만난다.|酉年(유년): 酉에 해당하는 해, 닭해.|酒類(주류): 酒 오른쪽 酉를 찾는다. 술의 종류.|a proud rooster with an enormous bright red comb
188|세 다리 청동솥|鼎의 윗부분을 솥 몸통, 아래를 굵은 다리로 보자. 묵직하게 버티는 솥 정!|鼎立(정립): 솥(鼎)의 다리처럼 셋이 마주 섬(立).|鼎談(정담): 세 사람이 솥발처럼 함께 이야기함(談).|a majestic bronze tripod cauldron with ornate handles
